Time,queue_length,load,Running Jobs,Invocation Type,Allocated CA Nodes,Job ID
0.00138759,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job0
0.00418258,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job1
0.00477894,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job2
0.00687612,1,4,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job3
0.0077675899999999996,1,3,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job0
0.00942483,1,4,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job4
0.010562579999999998,1,3,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 2]",job1
0.01115894,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 1]",job2
0.01387857,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job5
0.01414759,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job3
0.01694258,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[2],job4
0.02025857,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job5
0.02181027,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job6
0.02277719,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job7
0.02351891,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job8
0.02585482,1,4,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job9
0.02633409,2,5,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job10
0.02819027,2,4,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job6
0.02915719,1,3,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 2]",job7
0.02989891,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 1]",job8
0.03302475,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job11
0.03457027,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job9
0.03458352,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[1, 2]",job12
0.035537189999999996,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 2]",job10
0.039404749999999995,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job11
0.040963519999999996,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job12
0.0420883,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job13
0.04402093,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job14
0.04534771,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job15
0.0484683,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job13
0.05007848,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[1, 2]",job16
0.05040093,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 2]",job14
0.0514085,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 2]",job17
0.051727709999999996,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 1]",job15
0.05289991,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job18
0.05645848,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job16
0.0577885,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[2],job17
0.05795419,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[2],job19
0.05927991,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job18
0.06161364,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job20
0.06199418,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job21
0.06330145,1,4,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job22
0.06373594,2,5,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job23
0.06433419,2,4,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job19
0.06491915,2,5,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job24
0.06799364,2,4,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 2]",job20
0.06837418,1,3,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 1]",job21
0.0684337,1,4,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job25
0.06992534,2,5,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job26
0.07071419,2,4,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job22
0.07437363999999999,1,3,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 2]",job23
0.07475418,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 1]",job24
0.07530232,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job27
0.07709419,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job25
0.07849318,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[1, 2]",job28
0.08075364,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 2]",job26
0.08159458,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 2]",job29
0.08168232,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 1]",job27
0.08198187,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job30
0.08342412,1,4,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job31
0.08487317999999999,1,3,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job28
0.0862748,1,4,3,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1, 2]",job32
0.08797458,1,3,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 2]",job29
0.08836187,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[0, 1]",job30
0.09125317999999999,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job31
0.09435458,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job32
0.10045710999999999,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job33
0.10683710999999999,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job33
0.11145657,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job34
0.11234428,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job35
0.11539221,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job36
0.11783657,0,2,2,InvocationType.INVOKE_JOB_COMPLETED,"[1, 2]",job34
0.11872428,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[2],job35
0.1208063,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[2],job37
0.12177220999999999,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job36
0.12489016,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job38
0.1271863,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job37
0.12854384,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[1],job39
0.13127016,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job38
0.13492384,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job39
0.14120992,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job40
0.1434519,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job41
0.14758991999999999,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job40
