ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,malleable,0.00550554,0.00550554,0.0118855,0,0.00638,0.00638,completed
1,malleable,0.0071352,0.0071352,0.0135152,0,0.00638,0.00638,completed
2,malleable,0.0115013,0.0115013,0.0178813,0,0.00638,0.00638,completed
3,malleable,0.0165614,0.0165614,0.0229414,0,0.00638,0.00638,completed
4,malleable,0.0173759,0.0173759,0.0237559,0,0.00638,0.00638,completed
5,malleable,0.018277,0.018277,0.024657,0,0.00638,0.00638,completed
6,malleable,0.0198906,0.0229414,0.0293214,0.00305084,0.00638,0.00943084,completed
7,malleable,0.0220195,0.0237559,0.0301359,0.00173638,0.00638,0.00811638,completed
8,malleable,0.0353004,0.0353004,0.0416804,0,0.00638,0.00638,completed
9,malleable,0.0366137,0.0366137,0.0429937,0,0.00638,0.00638,completed
10,malleable,0.0368845,0.0368845,0.0432645,0,0.00638,0.00638,completed
11,malleable,0.0430893,0.0430893,0.0494693,0,0.00638,0.00638,completed
12,malleable,0.0468604,0.0468604,0.0532404,0,0.00638,0.00638,completed
13,malleable,0.0490178,0.0490178,0.0553978,0,0.00638,0.00638,completed
14,malleable,0.0532208,0.0532208,0.0596008,0,0.00638,0.00638,completed
15,malleable,0.054541,0.054541,0.060921,0,0.00638,0.00638,completed
16,malleable,0.059422,0.059422,0.065802,0,0.00638,0.00638,completed
17,malleable,0.0644234,0.0644234,0.0708034,0,0.00638,0.00638,completed
18,malleable,0.0667461,0.0667461,0.0731261,0,0.00638,0.00638,completed
19,malleable,0.0698181,0.0698181,0.0761981,0,0.00638,0.00638,completed
20,malleable,0.0741391,0.0741391,0.0805191,0,0.00638,0.00638,completed
21,malleable,0.0755632,0.0755632,0.0819432,0,0.00638,0.00638,completed
22,malleable,0.0794581,0.0794581,0.0858381,0,0.00638,0.00638,completed
23,malleable,0.0865235,0.0865235,0.0929035,0,0.00638,0.00638,completed
24,malleable,0.0866358,0.0866358,0.0930158,0,0.00638,0.00638,completed
25,malleable,0.0905425,0.0905425,0.0969225,0,0.00638,0.00638,completed
26,malleable,0.0978296,0.0978296,0.10421,0,0.00638,0.00638,completed
27,malleable,0.100644,0.100644,0.107024,0,0.00638,0.00638,completed
28,malleable,0.101048,0.101048,0.107428,0,0.00638,0.00638,completed
29,malleable,0.106039,0.106039,0.112419,0,0.00638,0.00638,completed
30,malleable,0.111759,0.111759,0.118139,0,0.00638,0.00638,completed
31,malleable,0.114807,0.114807,0.121187,0,0.00638,0.00638,completed
32,malleable,0.121346,0.121346,0.127726,0,0.00638,0.00638,completed
33,malleable,0.130208,0.130208,0.136588,0,0.00638,0.00638,completed
34,malleable,0.131582,0.131582,0.137962,0,0.00638,0.00638,completed
35,malleable,0.132586,0.132586,0.138966,0,0.00638,0.00638,completed
36,malleable,0.137452,0.137452,0.143832,0,0.00638,0.00638,completed
