Time,queue_length,load,Running Jobs,Invocation Type,Allocated CA Nodes,Job ID
0.00466795,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job0
0.00823874,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job1
0.011047949999999999,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job0
0.01312424,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[1],job2
0.01461874,0,1,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job1
0.01950424,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job2
0.022667219999999995,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job3
0.02277923,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job4
0.0241968,1,3,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job5
0.02585339,2,4,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job6
0.0285511,3,5,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job7
0.02856998,4,6,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job8
0.02887676,5,7,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job9
0.029047219999999995,5,6,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job3
0.02915923,4,5,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job4
0.03378769,4,6,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job10
0.035427219999999995,4,5,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job5
0.035539230000000005,3,4,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job6
0.03864182000000001,3,5,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job11
0.04011195,4,6,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job12
0.04026765,5,7,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job13
0.04048978,6,8,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job14
0.04180722,5,6,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job7
0.04191923,4,5,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job8
0.04224950999999999,4,6,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job15
0.04378957,5,7,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job16
0.04818721999999999,5,6,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job9
0.04829923,4,5,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job10
0.04995847,4,6,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job17
0.05277533,5,7,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job18
0.05306148,6,8,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job19
0.05456721999999999,5,6,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job11
0.054679229999999995,4,5,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job12
0.06091822999999999,4,6,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job20
0.06094721999999998,4,5,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job13
0.06105922999999999,3,4,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job15
0.06167671,3,5,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job21
0.06350339,4,6,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job22
0.06732721999999998,4,5,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job16
0.06743922999999999,3,4,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job17
0.06938434,3,5,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job23
0.07058372,4,6,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job24
0.07290896,5,7,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job25
0.07370721999999999,5,6,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job18
0.07381923,4,5,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job20
0.07619083000000001,4,6,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job26
0.07974906,5,7,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job27
0.08008722,5,6,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job21
0.08019923000000001,4,5,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job22
0.08646722,3,4,1,InvocationType.INVOKE_JOB_COMPLETED,[1],job23
0.08657923000000001,2,3,1,InvocationType.INVOKE_JOB_COMPLETED,[0],job24
0.08799171,2,4,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job28
0.08962522,3,5,2,InvocationType.INVOKE_JOB_SUBMIT,"[0, 1]",job29
