ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,malleable,0.00024356,0.00024356,0.00662356,0,0.00638,0.00638,completed
1,malleable,0.00091131,0.00091131,0.00729131,0,0.00638,0.00638,completed
2,malleable,0.00695908,0.00695908,0.0133391,0,0.00638,0.00638,completed
3,malleable,0.00803964,0.00803964,0.0144196,0,0.00638,0.00638,completed
4,malleable,0.0117236,0.0133391,0.0197191,0.00161548,0.00638,0.00799548,completed
5,malleable,0.013123,0.0144196,0.0207996,0.0012966,0.00638,0.0076766,completed
6,malleable,0.0159724,0.0197191,0.0260991,0.00374665,0.00638,0.0101267,completed
7,malleable,0.0159904,0.0207996,0.0271796,0.00480928,0.00638,0.0111893,completed
8,malleable,0.0183146,0.0260991,0.0324791,0.0077845,0.00638,0.0141645,completed
9,malleable,0.0192224,0.0271796,0.0335596,0.00795722,0.00638,0.0143372,completed
10,malleable,0.0277376,0.0324791,0.0388591,0.00474146,0.00638,0.0111215,completed
11,malleable,0.0330905,0.0335596,0.0399396,0.00046917,0.00638,0.00684917,completed
12,malleable,0.0351836,0.0388591,0.0452391,0.0036755,0.00638,0.0100555,completed
13,malleable,0.0402044,0.0402044,0.0465844,6.93889e-18,0.00638,0.00638,completed
14,malleable,0.0450903,0.0452391,0.0516191,0.00014879,0.00638,0.00652879,completed
15,malleable,0.0452805,0.0465844,0.0529644,0.00130387,0.00638,0.00768387,completed
16,malleable,0.0478433,0.0516191,0.0579991,0.0037758,0.00638,0.0101558,completed
17,malleable,0.0494361,0.0529644,0.0593444,0.00352829,0.00638,0.00990829,completed
18,malleable,0.0700274,0.0700274,0.0764074,-1.38778e-17,0.00638,0.00638,completed
19,malleable,0.07012,0.07012,0.0765,0,0.00638,0.00638,completed
20,malleable,0.0744329,0.0764074,0.0827874,0.00197447,0.00638,0.00835447,completed
21,malleable,0.0746681,0.0765,0.08288,0.00183191,0.00638,0.00821191,completed
22,malleable,0.0889866,0.0889866,0.0953666,0,0.00638,0.00638,completed
23,malleable,0.0901345,0.0901345,0.0965145,0,0.00638,0.00638,completed
24,malleable,0.0902208,0.0953666,0.101747,0.00514582,0.00638,0.0115258,completed
25,malleable,0.0955276,0.0965145,0.102895,0.00098694,0.00638,0.00736694,completed
26,malleable,0.0963771,0.101747,0.108127,0.00536947,0.00638,0.0117495,completed
27,malleable,0.0980474,0.102895,0.109275,0.00484715,0.00638,0.0112272,completed
28,malleable,0.0988934,0.108127,0.114507,0.00923325,0.00638,0.0156133,completed
29,malleable,0.0989982,0.109275,0.115655,0.0102763,0.00638,0.0166563,completed
30,malleable,0.106338,0.114507,0.120887,0.00816828,0.00638,0.0145483,completed
31,malleable,0.108644,0.115655,0.122035,0.0070106,0.00638,0.0133906,completed
32,malleable,0.118107,0.120887,0.127267,0.00277953,0.00638,0.00915953,completed
33,malleable,0.124128,0.124128,0.130508,0,0.00638,0.00638,completed
34,malleable,0.129655,0.129655,0.136035,0,0.00638,0.00638,completed
35,malleable,0.131263,0.131263,0.137643,0,0.00638,0.00638,completed
36,malleable,0.134683,0.136035,0.142415,0.00135245,0.00638,0.00773245,completed
37,malleable,0.136221,0.137643,0.144023,0.00142173,0.00638,0.00780173,completed
38,malleable,0.137191,0.142415,0.148795,0.00522392,0.00638,0.0116039,completed
39,malleable,0.148311,0.148311,0.154691,0,0.00638,0.00638,completed
40,malleable,0.159467,0.159467,0.165847,0,0.00638,0.00638,completed
41,malleable,0.163257,0.163257,0.169637,0,0.00638,0.00638,completed
42,malleable,0.168386,0.168386,0.174766,0,0.00638,0.00638,completed
43,malleable,0.168721,0.169637,0.176017,0.00091579,0.00638,0.00729579,completed
44,malleable,0.174492,0.174766,0.181146,0.00027363,0.00638,0.00665363,completed
45,malleable,0.176156,0.176156,0.182536,0,0.00638,0.00638,completed
46,malleable,0.177524,0.181146,0.187526,0.00362154,0.00638,0.0100015,completed
47,malleable,0.179606,0.182536,0.188916,0.00293009,0.00638,0.00931009,completed
48,malleable,0.181211,0.187526,0.193906,0.00631487,0.00638,0.0126949,completed
49,malleable,0.183802,0.188916,0.195296,0.00511341,0.00638,0.0114934,completed
50,malleable,0.191774,0.193906,0.200286,0.00213148,0.00638,0.00851148,completed
51,malleable,0.193348,0.195296,0.201676,0.00194795,0.00638,0.00832795,completed
52,malleable,0.197684,0.200286,0.206666,0.00260232,0.00638,0.00898232,completed
53,malleable,0.199832,0.201676,0.208056,0.00184409,0.00638,0.00822409,completed
54,malleable,0.201603,0.206666,0.213046,0.00506255,0.00638,0.0114425,completed
55,malleable,0.202653,0.208056,0.214436,0.00540309,0.00638,0.0117831,completed
56,malleable,0.207832,0.213046,0.219426,0.0052141,0.00638,0.0115941,completed
57,malleable,0.216115,0.216115,0.222495,-2.77556e-17,0.00638,0.00638,completed
58,malleable,0.217723,0.219426,0.225806,0.00170327,0.00638,0.00808327,completed
59,malleable,0.218697,0.222495,0.228875,0.00379833,0.00638,0.0101783,completed
60,malleable,0.219622,0.225806,0.232186,0.0061835,0.00638,0.0125635,completed
61,malleable,0.228056,0.228875,0.235255,0.00081906,0.00638,0.00719906,completed
62,malleable,0.234594,0.234594,0.240974,0,0.00638,0.00638,completed
63,malleable,0.235254,0.235255,0.241635,1.55e-06,0.00638,0.00638155,completed
64,malleable,0.243672,0.243672,0.250052,0,0.00638,0.00638,completed
65,malleable,0.244271,0.244271,0.250651,0,0.00638,0.00638,completed
66,malleable,0.25928,0.25928,0.26566,0,0.00638,0.00638,completed
67,malleable,0.260331,0.260331,0.266711,0,0.00638,0.00638,completed
68,malleable,0.264071,0.26566,0.27204,0.00158957,0.00638,0.00796957,completed
69,malleable,0.264886,0.266711,0.273091,0.00182489,0.00638,0.00820489,completed
70,malleable,0.26512,0.27204,0.27842,0.00692058,0.00638,0.0133006,completed
71,malleable,0.266664,0.273091,0.279471,0.00642671,0.00638,0.0128067,completed
72,malleable,0.268221,0.27842,0.2848,0.0101998,0.00638,0.0165798,completed
73,malleable,0.26968,0.279471,0.285851,0.00979101,0.00638,0.016171,completed
74,malleable,0.273019,0.2848,0.29118,0.0117809,0.00638,0.0181609,completed
75,malleable,0.273712,0.285851,0.292231,0.0121391,0.00638,0.0185191,completed
76,malleable,0.277182,0.29118,0.29756,0.0139986,0.00638,0.0203786,completed
77,malleable,0.29139,0.292231,0.298611,0.00084135,0.00638,0.00722135,completed
78,malleable,0.297099,0.29756,0.30394,0.00046133,0.00638,0.00684133,completed
79,malleable,0.307481,0.307481,0.313861,0,0.00638,0.00638,completed
80,malleable,0.309719,0.309719,0.316099,0,0.00638,0.00638,completed
81,malleable,0.309741,0.313861,0.320241,0.00412021,0.00638,0.0105002,completed
82,malleable,0.311929,0.316099,0.322479,0.00417033,0.00638,0.0105503,completed
83,malleable,0.312765,0.320241,0.326621,0.0074758,0.00638,0.0138558,completed
84,malleable,0.316038,0.322479,0.328859,0.0064413,0.00638,0.0128213,completed
85,malleable,0.318965,0.326621,0.333001,0.00765588,0.00638,0.0140359,completed
86,malleable,0.321776,0.328859,0.335239,0.00708359,0.00638,0.0134636,completed
87,malleable,0.327516,0.333001,0.339381,0.00548504,0.00638,0.011865,completed
88,malleable,0.329457,0.335239,0.341619,0.00578238,0.00638,0.0121624,completed
89,malleable,0.343958,0.343958,0.350338,0,0.00638,0.00638,completed
90,malleable,0.351762,0.351762,0.358142,0,0.00638,0.00638,completed
91,malleable,0.364673,0.364673,0.371053,0,0.00638,0.00638,completed
92,malleable,0.367338,0.367338,0.373718,0,0.00638,0.00638,completed
93,malleable,0.373662,0.373662,0.380042,0,0.00638,0.00638,completed
94,malleable,0.37934,0.37934,0.38572,0,0.00638,0.00638,completed
95,malleable,0.379661,0.380042,0.386422,0.00038075,0.00638,0.00676075,completed
96,malleable,0.381386,0.38572,0.3921,0.00433399,0.00638,0.010714,completed
97,malleable,0.381521,0.386422,0.392802,0.00490156,0.00638,0.0112816,completed
98,malleable,0.388234,0.3921,0.39848,0.00386607,0.00638,0.0102461,completed
