ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,malleable,0.129503,0.129503,0.135883,0,0.00638,0.00638,completed
1,malleable,0.153881,0.153881,0.160261,0,0.00638,0.00638,completed
2,malleable,0.303234,0.303234,0.309614,0,0.00638,0.00638,completed
3,malleable,0.347905,0.347905,0.354285,0,0.00638,0.00638,completed
4,malleable,0.405253,0.405253,0.411633,0,0.00638,0.00638,completed
5,malleable,0.420441,0.420441,0.426821,0,0.00638,0.00638,completed
6,malleable,0.472036,0.472036,0.478416,0,0.00638,0.00638,completed
7,malleable,0.609829,0.609829,0.616209,0,0.00638,0.00638,completed
8,malleable,0.611851,0.611851,0.618231,0,0.00638,0.00638,completed
9,malleable,0.625269,0.625269,0.631649,0,0.00638,0.00638,completed
10,malleable,0.631939,0.631939,0.638319,0,0.00638,0.00638,completed
11,malleable,0.700687,0.700687,0.707067,0,0.00638,0.00638,completed
12,malleable,0.716709,0.716709,0.723089,0,0.00638,0.00638,completed
13,malleable,0.82526,0.82526,0.83164,1.11022e-16,0.00638,0.00638,completed
14,malleable,0.828416,0.828416,0.834796,0,0.00638,0.00638,completed
15,malleable,0.84076,0.84076,0.84714,0,0.00638,0.00638,completed
16,malleable,0.863229,0.863229,0.869609,0,0.00638,0.00638,completed
17,malleable,0.900006,0.900006,0.906386,0,0.00638,0.00638,completed
18,malleable,0.912246,0.912246,0.918626,0,0.00638,0.00638,completed
19,malleable,0.968276,0.968276,0.974656,1.11022e-16,0.00638,0.00638,completed
20,malleable,0.971892,0.971892,0.978272,0,0.00638,0.00638,completed
21,malleable,0.983325,0.983325,0.989705,0,0.00638,0.00638,completed
22,malleable,0.992807,0.992807,0.999187,0,0.00638,0.00638,completed
23,malleable,1.00968,1.00968,1.01606,0,0.00638,0.00638,completed
24,malleable,1.08926,1.08926,1.09564,0,0.00638,0.00638,completed
25,malleable,1.1309,1.1309,1.13728,0,0.00638,0.00638,completed
26,malleable,1.1358,1.1358,1.14218,0,0.00638,0.00638,completed
27,malleable,1.15461,1.15461,1.16099,0,0.00638,0.00638,completed
28,malleable,1.18974,1.18974,1.19612,0,0.00638,0.00638,completed
29,malleable,1.20831,1.20831,1.21469,0,0.00638,0.00638,completed
30,malleable,1.26356,1.26356,1.26994,0,0.00638,0.00638,completed
31,malleable,1.29563,1.29563,1.30201,0,0.00638,0.00638,completed
32,malleable,1.33002,1.33002,1.3364,0,0.00638,0.00638,completed
33,malleable,1.35214,1.35214,1.35852,0,0.00638,0.00638,completed
34,malleable,1.44951,1.44951,1.45589,0,0.00638,0.00638,completed
35,malleable,1.47411,1.47411,1.48049,0,0.00638,0.00638,completed
36,malleable,1.50052,1.50052,1.5069,0,0.00638,0.00638,completed
37,malleable,1.55043,1.55043,1.55681,0,0.00638,0.00638,completed
38,malleable,1.56214,1.56214,1.56852,0,0.00638,0.00638,completed
39,malleable,1.67701,1.67701,1.68339,0,0.00638,0.00638,completed
40,malleable,1.76745,1.76745,1.77383,0,0.00638,0.00638,completed
