ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,malleable,0.00198515,0.00198515,0.00836515,0,0.00638,0.00638,completed
1,malleable,0.00205264,0.00205264,0.00843264,0,0.00638,0.00638,completed
2,malleable,0.00929071,0.00929071,0.0156707,1.73472e-18,0.00638,0.00638,completed
3,malleable,0.011389,0.011389,0.017769,0,0.00638,0.00638,completed
4,malleable,0.0152882,0.0156707,0.0220507,0.00038252,0.00638,0.00676252,completed
5,malleable,0.01963,0.01963,0.02601,0,0.00638,0.00638,completed
6,malleable,0.0197678,0.0220507,0.0284307,0.0022829,0.00638,0.0086629,completed
7,malleable,0.0219161,0.02601,0.03239,0.00409389,0.00638,0.0104739,completed
8,malleable,0.0221806,0.0284307,0.0348107,0.00625011,0.00638,0.0126301,completed
9,malleable,0.0268996,0.03239,0.03877,0.00549046,0.00638,0.0118705,completed
10,malleable,0.0284282,0.0348107,0.0411907,0.00638253,0.00638,0.0127625,completed
11,malleable,0.0325025,0.03877,0.04515,0.00626755,0.00638,0.0126476,completed
12,malleable,0.0349176,0.0411907,0.0475707,0.00627313,0.00638,0.0126531,completed
13,malleable,0.0351887,0.04515,0.05153,0.00996127,0.00638,0.0163413,completed
14,malleable,0.0384614,0.0475707,0.0539507,0.00910929,0.00638,0.0154893,completed
15,malleable,0.0392486,0.05153,0.05791,0.0122814,0.00638,0.0186614,completed
16,malleable,0.0403413,0.0539507,0.0603307,0.0136094,0.00638,0.0199894,completed
17,malleable,0.0427585,0.05791,0.06429,0.0151515,0.00638,0.0215315,completed
18,malleable,0.0462071,0.0603307,0.0667107,0.0141236,0.00638,0.0205036,completed
19,malleable,0.0480622,0.06429,0.07067,0.0162278,0.00638,0.0226078,completed
20,malleable,0.0543648,0.0667107,0.0730907,0.0123459,0.00638,0.018726,completed
21,malleable,0.0549234,0.07067,0.07705,0.0157466,0.00638,0.0221266,completed
22,malleable,0.0555718,-1,0.0555718,-1,1.05557,0,killed
23,malleable,0.0562087,-1,0.0562087,-1,1.05621,0,killed
24,malleable,0.0575689,-1,0.0575689,-1,1.05757,0,killed
25,malleable,0.0577908,-1,0.0577908,-1,1.05779,0,killed
26,malleable,0.0579298,0.0730907,0.0794707,0.0151609,0.00638,0.0215409,completed
27,malleable,0.0635472,0.07705,0.08343,0.0135028,0.00638,0.0198828,completed
28,malleable,0.071267,0.0794707,0.0858507,0.00820374,0.00638,0.0145837,completed
29,malleable,0.0719811,0.08343,0.08981,0.0114489,0.00638,0.0178289,completed
30,malleable,0.0740476,0.0858507,0.0922307,0.0118031,0.00638,0.0181831,completed
31,malleable,0.076843,0.08981,0.09619,0.012967,0.00638,0.019347,completed
32,malleable,0.0774222,0.0922307,0.0986107,0.0148085,0.00638,0.0211885,completed
33,malleable,0.0792091,-1,0.0792091,-1,1.07921,0,killed
34,malleable,0.0814737,0.09619,0.10257,0.0147163,0.00638,0.0210963,completed
