Time,queue_length,load,Running Jobs,Invocation Type,Allocated CA Nodes,Job ID
0.00301523,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job0
0.00939523,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job0
0.01797754,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job1
0.02435754,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job1
0.03304262,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job2
0.03876169,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job3
0.03942262,1,1,0,InvocationType.INVOKE_JOB_COMPLETED,[],job2
0.045802619999999995,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job3
0.04746638999999999,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job4
0.05384638999999999,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job4
0.0539779,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job5
0.0603579,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job5
0.06184625,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job6
0.06241963,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job7
0.06685263,2,3,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job8
0.06822625,2,2,0,InvocationType.INVOKE_JOB_COMPLETED,[],job6
0.07460625,1,1,0,InvocationType.INVOKE_JOB_COMPLETED,[],job7
0.07816715,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job9
0.08098625,1,1,0,InvocationType.INVOKE_JOB_COMPLETED,[],job8
0.08736624999999999,0,0,0,InvocationType.INVOKE_JOB_COMPLETED,[],job9
0.09341404,1,1,0,InvocationType.INVOKE_JOB_SUBMIT,[],job10
0.09649425,1,2,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job11
0.09742069,2,3,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job12
0.09765594,3,4,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job13
0.09979404,3,3,0,InvocationType.INVOKE_JOB_COMPLETED,[],job10
0.10573834,3,4,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job14
0.10617404,3,3,0,InvocationType.INVOKE_JOB_COMPLETED,[],job11
0.10699795,3,4,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job15
0.11255404,3,3,0,InvocationType.INVOKE_JOB_COMPLETED,[],job12
0.11631837,3,4,1,InvocationType.INVOKE_JOB_SUBMIT,[0],job16
0.11893404,3,3,0,InvocationType.INVOKE_JOB_COMPLETED,[],job13
