ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,malleable,0.0441622,0.0441622,0.0505422,0,0.00638,0.00638,completed
1,malleable,0.0766661,0.0766661,0.0830461,0,0.00638,0.00638,completed
2,malleable,0.0810388,0.0830461,0.0894261,0.00200727,0.00638,0.00838727,completed
3,malleable,0.0985638,0.0985638,0.104944,-1.38778e-17,0.00638,0.00638,completed
4,malleable,0.116685,0.116685,0.123065,0,0.00638,0.00638,completed
5,malleable,0.118346,0.123065,0.129445,0.00471947,0.00638,0.0110995,completed
6,malleable,0.125337,0.129445,0.135825,0.00410781,0.00638,0.0104878,completed
7,malleable,0.13391,0.135825,0.142205,0.00191483,0.00638,0.00829483,completed
8,malleable,0.141166,0.142205,0.148585,0.0010387,0.00638,0.0074187,completed
9,malleable,0.149193,0.149193,0.155573,0,0.00638,0.00638,completed
10,malleable,0.247367,0.247367,0.253747,0,0.00638,0.00638,completed
11,malleable,0.252798,0.253747,0.260127,0.00094921,0.00638,0.00732921,completed
12,malleable,0.316904,0.316904,0.323284,5.55112e-17,0.00638,0.00638,completed
13,malleable,0.317567,0.323284,0.329664,0.00571746,0.00638,0.0120975,completed
14,malleable,0.320609,0.329664,0.336044,0.00905571,0.00638,0.0154357,completed
15,malleable,0.332889,0.336044,0.342424,0.00315549,0.00638,0.00953549,completed
16,malleable,0.353695,0.353695,0.360075,0,0.00638,0.00638,completed
17,malleable,0.360376,0.360376,0.366756,0,0.00638,0.00638,completed
18,malleable,0.373158,0.373158,0.379538,0,0.00638,0.00638,completed
19,malleable,0.381321,0.381321,0.387701,0,0.00638,0.00638,completed
20,malleable,0.403164,0.403164,0.409544,0,0.00638,0.00638,completed
21,malleable,0.410886,0.410886,0.417266,0,0.00638,0.00638,completed
22,malleable,0.41208,0.417266,0.423646,0.00518588,0.00638,0.0115659,completed
23,malleable,0.41697,0.423646,0.430026,0.00667636,0.00638,0.0130564,completed
24,malleable,0.449953,0.449953,0.456333,0,0.00638,0.00638,completed
25,malleable,0.485828,0.485828,0.492208,0,0.00638,0.00638,completed
26,malleable,0.508808,0.508808,0.515188,0,0.00638,0.00638,completed
27,malleable,0.522826,0.522826,0.529206,0,0.00638,0.00638,completed
28,malleable,0.527748,0.529206,0.535586,0.00145744,0.00638,0.00783744,completed
29,malleable,0.549063,0.549063,0.555443,1.11022e-16,0.00638,0.00638,completed
30,malleable,0.555218,0.555443,0.561823,0.00022523,0.00638,0.00660523,completed
31,malleable,0.559789,0.561823,0.568203,0.00203453,0.00638,0.00841453,completed
32,malleable,0.573163,0.573163,0.579543,0,0.00638,0.00638,completed
33,malleable,0.599547,0.599547,0.605927,0,0.00638,0.00638,completed
34,malleable,0.603749,0.605927,0.612307,0.00217758,0.00638,0.00855758,completed
