ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,malleable,0.00372943,0.00372943,0.0101094,0,0.00638,0.00638,completed
1,malleable,0.0103064,0.0103063,0.0166863,-1.73472e-18,0.00638,0.00638,completed
2,malleable,0.0117702,0.0166863,0.0230663,0.00491612,0.00638,0.0112961,completed
3,malleable,0.0148991,0.0230663,0.0294463,0.00816728,0.00638,0.0145473,completed
4,malleable,0.0180561,0.0294463,0.0358263,0.0113903,0.00638,0.0177703,completed
5,malleable,0.0212005,0.0358263,0.0422063,0.0146259,0.00638,0.0210059,completed
6,malleable,0.0217698,0.0422063,0.0485863,0.0204366,0.00638,0.0268166,completed
7,malleable,0.0236169,0.0485863,0.0549663,0.0249694,0.00638,0.0313495,completed
8,malleable,0.024933,0.0549663,0.0613463,0.0300333,0.00638,0.0364133,completed
9,malleable,0.0261093,-1,0.0261093,-1,1.02611,0,killed
10,malleable,0.033338,0.0613463,0.0677263,0.0280084,0.00638,0.0343884,completed
11,malleable,0.0355437,-1,0.0355437,-1,1.03554,0,killed
12,malleable,0.0382118,0.0677263,0.0741063,0.0295146,0.00638,0.0358946,completed
13,malleable,0.0416468,-1,0.0416468,-1,1.04165,0,killed
14,malleable,0.0417497,-1,0.0417497,-1,1.04175,0,killed
15,malleable,0.0426442,0.0741063,0.0804863,0.0314621,0.00638,0.0378421,completed
16,malleable,0.0435026,-1,0.0435026,-1,1.0435,0,killed
17,malleable,0.0445483,-1,0.0445483,-1,1.04455,0,killed
18,malleable,0.0474168,-1,0.0474168,-1,1.04742,0,killed
19,malleable,0.048091,-1,0.048091,-1,1.04809,0,killed
20,malleable,0.0487035,0.0804863,0.0868663,0.0317829,0.00638,0.0381629,completed
21,malleable,0.0549547,-1,0.0549547,-1,1.05495,0,killed
22,malleable,0.057119,0.0868663,0.0932463,0.0297474,0.00638,0.0361274,completed
23,malleable,0.0579107,-1,0.0579107,-1,1.05791,0,killed
24,malleable,0.0608122,-1,0.0608122,-1,1.06081,0,killed
25,malleable,0.0668936,0.0932463,0.0996263,0.0263528,0.00638,0.0327328,completed
26,malleable,0.0679404,0.0996263,0.106006,0.031686,0.00638,0.038066,completed
27,malleable,0.0732308,-1,0.0732308,-1,1.07323,0,killed
28,malleable,0.0732937,-1,0.0732937,-1,1.07329,0,killed
29,malleable,0.0735349,-1,0.0735349,-1,1.07353,0,killed
30,malleable,0.0738051,-1,0.0738051,-1,1.07381,0,killed
31,malleable,0.0742842,0.106006,0.112386,0.0317222,0.00638,0.0381022,completed
32,malleable,0.074586,-1,0.074586,-1,1.07459,0,killed
33,malleable,0.0815514,0.112386,0.118766,0.0308349,0.00638,0.0372149,completed
34,malleable,0.0824516,-1,0.0824516,-1,1.08245,0,killed
35,malleable,0.0893876,0.118766,0.125146,0.0293787,0.00638,0.0357587,completed
36,malleable,0.0921588,-1,0.0921588,-1,1.09216,0,killed
37,malleable,0.0990004,0.125146,0.131526,0.026146,0.00638,0.032526,completed
38,malleable,0.102527,0.131526,0.137906,0.0289994,0.00638,0.0353794,completed
39,malleable,0.103657,-1,0.103657,-1,1.10366,0,killed
40,malleable,0.104137,-1,0.104137,-1,1.10414,0,killed
41,malleable,0.104415,-1,0.104415,-1,1.10442,0,killed
42,malleable,0.105028,-1,0.105028,-1,1.10503,0,killed
43,malleable,0.108144,0.137906,0.144286,0.0297626,0.00638,0.0361426,completed
44,malleable,0.111539,-1,0.111539,-1,1.11154,0,killed
45,malleable,0.115335,0.144286,0.150666,0.0289516,0.00638,0.0353316,completed
46,malleable,0.124728,0.150666,0.157046,0.0259382,0.00638,0.0323182,completed
47,malleable,0.125276,0.157046,0.163426,0.0317708,0.00638,0.0381508,completed
48,malleable,0.126058,-1,0.126058,-1,1.12606,0,killed
49,malleable,0.127019,-1,0.127019,-1,1.12702,0,killed
50,malleable,0.128901,-1,0.128901,-1,1.1289,0,killed
51,malleable,0.130629,-1,0.130629,-1,1.13063,0,killed
52,malleable,0.132445,0.163426,0.169806,0.0309817,0.00638,0.0373617,completed
53,malleable,0.133847,-1,0.133847,-1,1.13385,0,killed
54,malleable,0.136573,-1,0.136573,-1,1.13657,0,killed
55,malleable,0.138277,0.169806,0.176186,0.0315296,0.00638,0.0379096,completed
