ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,malleable,0.00269115,0.00269115,0.00907115,0,0.00638,0.00638,completed
1,malleable,0.00903956,0.00907115,0.0154512,3.159e-05,0.00638,0.00641159,completed
2,malleable,0.0177146,0.0177146,0.0240946,0,0.00638,0.00638,completed
3,malleable,0.0229013,0.0240946,0.0304746,0.00119335,0.00638,0.00757335,completed
4,malleable,0.0229207,0.0304746,0.0368546,0.00755395,0.00638,0.013934,completed
5,malleable,0.0360859,0.0368546,0.0432346,0.00076878,0.00638,0.00714878,completed
6,malleable,0.0377824,0.0432346,0.0496146,0.00545221,0.00638,0.0118322,completed
7,malleable,0.0533282,0.0533282,0.0597082,0,0.00638,0.00638,completed
8,malleable,0.0551755,0.0597082,0.0660882,0.00453266,0.00638,0.0109127,completed
9,malleable,0.0635394,0.0660882,0.0724682,0.00254874,0.00638,0.00892874,completed
10,malleable,0.069303,0.0724682,0.0788482,0.00316517,0.00638,0.00954517,completed
11,malleable,0.0698735,0.0788482,0.0852282,0.00897465,0.00638,0.0153546,completed
12,malleable,0.0896381,0.0896381,0.0960181,0,0.00638,0.00638,completed
13,malleable,0.103255,0.103255,0.109635,0,0.00638,0.00638,completed
14,malleable,0.106399,0.109635,0.116015,0.0032355,0.00638,0.0096155,completed
15,malleable,0.110815,0.116015,0.122395,0.00520042,0.00638,0.0115804,completed
16,malleable,0.116508,0.122395,0.128775,0.00588692,0.00638,0.0122669,completed
17,malleable,0.117307,0.128775,0.135155,0.0114675,0.00638,0.0178475,completed
18,malleable,0.12018,0.135155,0.141535,0.0149753,0.00638,0.0213553,completed
19,malleable,0.122837,0.141535,0.147915,0.0186984,0.00638,0.0250784,completed
20,malleable,0.130524,0.147915,0.154295,0.0173905,0.00638,0.0237704,completed
21,malleable,0.15743,0.15743,0.16381,0,0.00638,0.00638,completed
22,malleable,0.158358,0.16381,0.17019,0.00545176,0.00638,0.0118318,completed
